feature_code,name,type,date_code,smokes,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S12000019,Midlothian,Local Authority,2017,Yes,All,All,No limiting condition,All,13,24.1,18.6
S08000020,Grampian,NHS Health Board,2018,No,All,All,No limiting condition,All,81.7,86.4,84
S12000028,South Ayrshire,Local Authority,2015,Yes,All,All,No limiting condition,All,11.8,21.9,16.9
S08000019,Forth Valley,NHS Health Board,2018,No,All,All,No limiting condition,All,83.8,89.3,86.6
S12000050,North Lanarkshire,Local Authority,2012,Yes,All,All,No limiting condition,All,22.6,30.7,26.6
S12000011,East Renfrewshire,Local Authority,2019,No,All,All,No limiting condition,All,90.5,96.4,93.5
S12000010,East Lothian,Local Authority,2013,Yes,All,All,No limiting condition,All,13.2,24.5,18.8
S12000010,East Lothian,Local Authority,2019,No,All,All,No limiting condition,All,79.2,89,84.1
S08000028,Western Isles,NHS Health Board,2018,No,All,All,All,16-64,73.6,85.6,79.6
S12000042,Dundee City,Local Authority,2015,No,All,All,No limiting condition,All,72.1,83.2,77.7
S12000018,Inverclyde,Local Authority,2015,Yes,All,All,No limiting condition,All,16.6,27.9,22.3
S12000008,East Ayrshire,Local Authority,2017,Yes,All,All,No limiting condition,All,10.4,20.1,15.2
S08000020,Grampian,NHS Health Board,2012,No,All,All,No limiting condition,All,75,80.4,77.7
S12000013,Na h-Eileanan Siar,Local Authority,2019,No,All,All,No limiting condition,All,80,89.4,84.7
S12000028,South Ayrshire,Local Authority,2016,Yes,All,All,No limiting condition,All,9.9,19.7,14.8
S12000030,Stirling,Local Authority,2017,Yes,All,All,No limiting condition,All,6.5,14.6,10.6
S12000035,Argyll and Bute,Local Authority,2016,Yes,With Children,All,All,All,8.8,25.3,17.1
S08000015,Ayrshire and Arran,NHS Health Board,2016,Yes,With Children,All,All,All,22.6,34.3,28.4
S12000011,East Renfrewshire,Local Authority,2013,Yes,With Children,All,All,All,3.2,15.8,9.5
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012,Yes,With Children,All,All,All,22.7,29.2,25.9
S12000039,West Dunbartonshire,Local Authority,2013,Yes,With Children,All,All,All,7.8,22.5,15.1
S12000023,Orkney Islands,Local Authority,2015,Yes,With Children,All,All,All,3.4,15.4,9.4
S08000032,Lanarkshire,NHS Health Board,2013,Yes,With Children,All,All,All,21.9,31,26.5
S12000030,Stirling,Local Authority,2016,Yes,With Children,All,All,All,7.9,23.8,15.9
S12000010,East Lothian,Local Authority,2019,Yes,With Children,All,All,All,14.4,33.2,23.8
S12000029,South Lanarkshire,Local Authority,2016,Yes,With Children,All,All,All,16.8,31,23.9
S12000014,Falkirk,Local Authority,2016,Yes,With Children,All,All,All,12.5,30.3,21.4
S08000019,Forth Valley,NHS Health Board,2016,Yes,With Children,All,All,All,15.6,27.1,21.3
S12000041,Angus,Local Authority,2016,Yes,With Children,All,All,All,8.4,25.2,16.8
S12000034,Aberdeenshire,Local Authority,2018,No,With Children,All,All,All,76.1,87.9,82
S08000028,Western Isles,NHS Health Board,2018,Yes,With Children,All,All,All,10.1,30,20
S12000047,Fife,Local Authority,2012,Yes,With Children,All,All,All,17.5,28.1,22.8
S08000024,Lothian,NHS Health Board,2017,Yes,With Children,All,All,All,12.8,20.1,16.5
S12000020,Moray,Local Authority,2012,Yes,With Children,All,All,All,14.6,34.1,24.3
S12000041,Angus,Local Authority,2019,No,All,All,No limiting condition,All,76.2,87.3,81.7
S12000045,East Dunbartonshire,Local Authority,2019,No,All,All,No limiting condition,All,90.3,96.7,93.5
S08000016,Borders,NHS Health Board,2019,No,All,All,No limiting condition,All,79.8,90.7,85.3
S08000017,Dumfries and Galloway,NHS Health Board,2019,No,All,All,No limiting condition,All,73.9,83.3,78.6
S12000018,Inverclyde,Local Authority,2019,Yes,With Children,All,All,All,9.8,27.6,18.7
S12000008,East Ayrshire,Local Authority,2019,Yes,With Children,All,All,All,3.1,15,9.1
S12000026,Scottish Borders,Local Authority,2019,Yes,With Children,All,All,All,4.3,20.7,12.5
S12000029,South Lanarkshire,Local Authority,2019,Yes,With Children,All,All,All,11.7,22.6,17.1
S12000020,Moray,Local Authority,2015,Yes,All,All,No limiting condition,All,18.8,29.8,24.3
S08000015,Ayrshire and Arran,NHS Health Board,2012,Yes,All,All,All,All,9.2,15.5,12.3
S08000019,Forth Valley,NHS Health Board,2013,Yes,All,All,All,All,10.2,20,15.1
S12000048,Perth and Kinross,Local Authority,2017,No,All,All,All,All,85.8,95.4,90.6
S12000040,West Lothian,Local Authority,2015,Yes,All,All,All,All,7.6,20.3,14
S08000025,Orkney,NHS Health Board,2013,Yes,All,All,All,All,0.7,16,8.3
S12000010,East Lothian,Local Authority,2016,No,All,All,All,All,76.6,97.1,86.8
S12000013,Na h-Eileanan Siar,Local Authority,2012,No,All,All,All,All,77.9,89,83.5
S12000014,Falkirk,Local Authority,2015,No,All,All,All,All,84.5,93.3,88.9
S12000013,Na h-Eileanan Siar,Local Authority,2016,No,All,All,All,All,82.6,94,88.3
S12000010,East Lothian,Local Authority,2015,No,All,All,All,All,87.9,99.1,93.5
S08000017,Dumfries and Galloway,NHS Health Board,2018,No,All,All,All,All,84.8,93.9,89.3
S12000033,Aberdeen City,Local Authority,2015,Yes,All,All,All,All,8.8,20.3,14.6
S08000016,Borders,NHS Health Board,2012,No,All,All,All,All,85.2,94.4,89.8
S08000024,Lothian,NHS Health Board,2018,Yes,All,All,All,All,5.2,8.4,6.8
S08000022,Highland,NHS Health Board,2015,Yes,All,All,All,All,7,14.1,10.5
S12000050,North Lanarkshire,Local Authority,2015,Yes,All,All,All,All,8.1,16.4,12.2
S08000017,Dumfries and Galloway,NHS Health Board,2018,Yes,All,All,All,All,6.1,15.2,10.7
S12000047,Fife,Local Authority,2017,No,All,All,All,All,85.6,93.4,89.5
S12000041,Angus,Local Authority,2012,No,All,All,All,All,70.3,85.2,77.7
S12000034,Aberdeenshire,Local Authority,2017,No,All,All,All,All,85.9,93.6,89.8
S12000047,Fife,Local Authority,2012,No,All,All,All,All,85.7,92.9,89.3
S12000030,Stirling,Local Authority,2017,No,All,All,All,All,88.8,98.2,93.5
S08000015,Ayrshire and Arran,NHS Health Board,2014,No,All,All,All,All,84,90.6,87.3
S12000033,Aberdeen City,Local Authority,2013,No,All,All,All,All,80.8,92.8,86.8
S08000029,Fife,NHS Health Board,2018,Yes,All,All,All,All,6.4,12.3,9.3
S12000014,Falkirk,Local Authority,2016,No,All,All,All,All,83.3,94.6,89
S12000023,Orkney Islands,Local Authority,2017,No,All,All,All,All,73.8,92.1,82.9
S08000025,Orkney,NHS Health Board,2018,No,All,All,All,All,83.3,97.8,90.6
S12000019,Midlothian,Local Authority,2017,No,All,All,All,All,86,96.6,91.3
S12000045,East Dunbartonshire,Local Authority,2015,No,All,All,All,All,83.2,94.5,88.9
S12000023,Orkney Islands,Local Authority,2016,No,All,All,All,All,89.5,97.1,93.3
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,All,All,68.6,86.8,77.7
S12000047,Fife,Local Authority,2016,No,All,All,All,All,84,91.6,87.8
S12000019,Midlothian,Local Authority,2014,No,All,All,All,All,79,93.5,86.2
S12000036,City of Edinburgh,Local Authority,2014,Yes,All,All,All,All,6.7,12.5,9.6
S12000006,Dumfries and Galloway,Local Authority,2014,Yes,All,All,All,All,7.1,16.1,11.6
S12000029,South Lanarkshire,Local Authority,2015,Yes,All,All,All,All,6.3,14.7,10.5
S12000021,North Ayrshire,Local Authority,2019,Yes,All,All,All,All,4.8,15.3,10
S08000025,Orkney,NHS Health Board,2014,Yes,All,All,All,All,6.4,18.5,12.4
S12000011,East Renfrewshire,Local Authority,2015,Yes,All,All,All,All,3.2,11.8,7.5
S12000023,Orkney Islands,Local Authority,2018,No,All,All,All,All,83.3,97.8,90.6
S08000026,Shetland,NHS Health Board,2015,No,All,All,All,All,90.2,97.9,94
S12000026,Scottish Borders,Local Authority,2018,No,All,All,All,All,85.1,96,90.6
S08000020,Grampian,NHS Health Board,2014,Yes,All,All,All,All,10.8,17.3,14.1
S12000005,Clackmannanshire,Local Authority,2014,No,All,All,All,All,66.9,92.2,79.6
S92000003,Scotland,Scotland,2015,Yes,All,All,All,All,10.5,12.4,11.5
S12000038,Renfrewshire,Local Authority,2015,Yes,All,All,All,All,8.5,19.7,14.1
S08000026,Shetland,NHS Health Board,2014,No,All,All,All,All,82.2,97.6,89.9
S12000017,Highland,Local Authority,2017,No,All,All,All,All,82.4,93.6,88
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,No,All,All,All,All,83,88.1,85.6
S12000020,Moray,Local Authority,2012,Yes,All,All,All,All,7.2,18.4,12.8
S08000029,Fife,NHS Health Board,2018,No,All,All,All,All,87.7,93.6,90.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012,No,All,All,All,All,82.9,88,85.4
S12000005,Clackmannanshire,Local Authority,2015,No,All,All,All,All,87.3,96.8,92.1
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,No,All,All,All,All,85.2,90.4,87.8
S12000036,City of Edinburgh,Local Authority,2016,No,All,All,All,All,88.5,94.1,91.3
S12000038,Renfrewshire,Local Authority,2016,Yes,All,All,All,All,5.4,13.7,9.6
S12000042,Dundee City,Local Authority,2015,Yes,All,All,All,All,3.9,16.4,10.2
S08000020,Grampian,NHS Health Board,2013,Yes,All,All,All,All,10.5,17.3,13.9
S12000006,Dumfries and Galloway,Local Authority,2014,No,All,All,All,All,83.9,92.9,88.4
S08000026,Shetland,NHS Health Board,2018,Yes,All,All,All,All,0.2,7,3.6
S12000028,South Ayrshire,Local Authority,2015,Yes,All,All,All,All,4.9,13.1,9
S08000015,Ayrshire and Arran,NHS Health Board,2014,Yes,All,All,All,All,9.3,15.8,12.6
S12000034,Aberdeenshire,Local Authority,2013,No,All,All,All,All,75,82.9,79
S12000013,Na h-Eileanan Siar,Local Authority,2015,No,All,All,All,16-64,70.8,82,76.4
S12000033,Aberdeen City,Local Authority,2014,No,All,All,All,16-64,71.5,79.5,75.5
S12000008,East Ayrshire,Local Authority,2015,No,All,All,All,16-64,70.9,81.4,76.2
S12000011,East Renfrewshire,Local Authority,2014,No,All,All,All,16-64,74.9,87.2,81.1
S08000024,Lothian,NHS Health Board,2014,No,All,All,All,All,86.9,91.4,89.2
S08000028,Western Isles,NHS Health Board,2018,No,All,All,All,All,81.4,93,87.2
S08000030,Tayside,NHS Health Board,2016,No,All,All,All,All,85.9,92.3,89.1
S08000030,Tayside,NHS Health Board,2017,No,All,All,All,All,85.4,92.1,88.8
S12000020,Moray,Local Authority,2014,No,All,All,All,All,85,94.5,89.8
S08000029,Fife,NHS Health Board,2017,No,All,All,All,All,85.6,93.4,89.5
S12000039,West Dunbartonshire,Local Authority,2018-2019,No,All,All,All,All,78.5,84.5,81.5
S08000019,Forth Valley,NHS Health Board,2018,No,All,All,All,All,82,87,84.5
S12000041,Angus,Local Authority,2018-2019,No,All,All,All,All,77.9,84.2,81.1
S12000027,Shetland Islands,Local Authority,2013,No,All,All,All,All,75.3,87.3,81.3
S08000022,Highland,NHS Health Board,2014,No,All,All,All,All,77,82.6,79.8
S08000028,Western Isles,NHS Health Board,2014,No,All,All,All,All,67.7,80.1,73.9
S12000014,Falkirk,Local Authority,2014,No,All,All,All,16-64,67.9,78,72.9
S12000010,East Lothian,Local Authority,2012-2013,No,All,All,All,All,72,80.6,76.3
S12000029,South Lanarkshire,Local Authority,2014,No,All,All,All,All,83.6,92.3,87.9
S12000039,West Dunbartonshire,Local Authority,2012,No,All,All,All,All,76.3,91.5,83.9
S12000018,Inverclyde,Local Authority,2016,No,All,All,All,All,80.3,91.2,85.7
S08000026,Shetland,NHS Health Board,2018,No,All,All,All,All,93,99.8,96.4
S08000015,Ayrshire and Arran,NHS Health Board,2016,No,All,All,All,All,85.4,91.9,88.7
S08000025,Orkney,NHS Health Board,2014,No,All,All,All,All,81.5,93.6,87.6
S08000025,Orkney,NHS Health Board,2015,No,All,All,All,All,83.6,95.9,89.8
S12000023,Orkney Islands,Local Authority,2014,No,All,All,All,All,81.5,93.6,87.6
S12000017,Highland,Local Authority,2016,No,All,All,All,All,87.3,94.3,90.8
S12000017,Highland,Local Authority,2013,No,All,All,All,All,87,94.6,90.8
S12000018,Inverclyde,Local Authority,2014,No,All,All,All,All,78.2,92.6,85.4
S12000014,Falkirk,Local Authority,2012,No,All,All,All,All,83,93.8,88.4
S12000018,Inverclyde,Local Authority,2012,No,All,All,All,All,81.3,93.4,87.3
S12000050,North Lanarkshire,Local Authority,2014,No,All,All,All,All,83.6,93.1,88.4
S12000049,Glasgow City,Local Authority,2018,Yes,All,All,All,All,11.6,19.7,15.7
S12000047,Fife,Local Authority,2019,Yes,All,All,All,All,5.6,12.1,8.8
S12000023,Orkney Islands,Local Authority,2012,Yes,All,All,All,All,7.7,17.4,12.6
S12000035,Argyll and Bute,Local Authority,2012,Yes,All,All,All,All,13.2,31.4,22.3
S12000019,Midlothian,Local Authority,2014,Yes,All,All,All,All,6.5,21,13.8
S92000003,Scotland,Scotland,2014,Yes,All,All,All,All,10.8,12.7,11.7
S12000041,Angus,Local Authority,2017,Yes,All,All,All,All,7.5,21.3,14.4
S08000029,Fife,NHS Health Board,2014,No,All,All,All,All,87.8,94.2,91
S12000014,Falkirk,Local Authority,2014,No,All,All,All,All,85.7,95.1,90.4
S08000019,Forth Valley,NHS Health Board,2013,No,All,All,All,All,80,89.8,84.9
S12000047,Fife,Local Authority,2017,Yes,All,All,All,All,6.6,14.4,10.5
S12000029,South Lanarkshire,Local Authority,2017,Yes,All,All,All,All,7.9,15.6,11.7
S12000045,East Dunbartonshire,Local Authority,2012,No,All,All,All,All,87.4,95,91.2
S08000020,Grampian,NHS Health Board,2017,Yes,All,All,All,All,7.9,13,10.5
S12000008,East Ayrshire,Local Authority,2012,Yes,All,All,All,All,7.5,21.1,14.3
S12000033,Aberdeen City,Local Authority,2013,Yes,All,All,All,All,7.3,19.2,13.2
S12000026,Scottish Borders,Local Authority,2012,Yes,All,All,All,All,5.6,14.8,10.2
S12000006,Dumfries and Galloway,Local Authority,2013,No,All,All,All,All,83.1,91.3,87.2
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,Yes,All,All,All,All,9.7,13.9,11.8
S12000028,South Ayrshire,Local Authority,2017,Yes,All,All,All,All,3.5,11.2,7.4
S12000030,Stirling,Local Authority,2017,Yes,All,All,All,All,1.8,11.2,6.5
S12000029,South Lanarkshire,Local Authority,2016,Yes,All,All,All,All,4.8,11.2,8
S12000005,Clackmannanshire,Local Authority,2012,No,All,All,All,All,78.4,93.1,85.8
S12000020,Moray,Local Authority,2019,No,All,All,All,All,83.4,95.1,89.2
S12000050,North Lanarkshire,Local Authority,2016,No,All,All,All,All,81.8,90.7,86.3
S12000013,Na h-Eileanan Siar,Local Authority,2016,Yes,All,All,All,All,6,17.4,11.7
S12000005,Clackmannanshire,Local Authority,2016,Yes,All,All,All,All,1.1,9.6,5.3
S12000014,Falkirk,Local Authority,2018,Yes,All,All,All,All,4.3,13.2,8.7
S12000018,Inverclyde,Local Authority,2019,No,All,All,All,All,85.8,95.6,90.7
S12000020,Moray,Local Authority,2014,Yes,All,All,All,All,5.5,15,10.3
S12000042,Dundee City,Local Authority,2013,Yes,All,All,All,All,7.5,17.6,12.5
S12000030,Stirling,Local Authority,2019,Yes,All,All,All,All,3,14.1,8.6
S12000006,Dumfries and Galloway,Local Authority,2016,Yes,All,All,All,All,6.5,16.4,11.5
S12000041,Angus,Local Authority,2016,No,All,All,All,All,82.5,93.8,88.1
S12000033,Aberdeen City,Local Authority,2017,Yes,All,All,All,All,8.1,17.2,12.7
S12000020,Moray,Local Authority,2017,No,All,All,All,All,88.8,96.6,92.7
S12000045,East Dunbartonshire,Local Authority,2017,Yes,All,All,All,All,2.7,11.7,7.2
S12000010,East Lothian,Local Authority,2014,No,All,All,All,All,84.4,96.4,90.4
S12000006,Dumfries and Galloway,Local Authority,2012,No,All,All,All,All,83.7,91.3,87.5
S12000045,East Dunbartonshire,Local Authority,2019,No,All,All,All,All,92.2,98.5,95.4
S08000029,Fife,NHS Health Board,2016,Yes,All,All,All,All,8.4,16.1,12.2
S12000026,Scottish Borders,Local Authority,2013,Yes,All,All,All,All,4.2,14.2,9.2
S08000025,Orkney,NHS Health Board,2017,Yes,All,All,All,All,8,26.2,17.1
S92000003,Scotland,Scotland,2012,Yes,All,All,All,All,12.5,14.6,13.6
S12000011,East Renfrewshire,Local Authority,2013,Yes,All,All,All,All,1,25.8,13.4
S12000011,East Renfrewshire,Local Authority,2012,Yes,All,All,All,All,2.7,13.2,8
S08000032,Lanarkshire,NHS Health Board,2013,Yes,All,All,All,All,12.2,20.1,16.2
S08000032,Lanarkshire,NHS Health Board,2014,Yes,All,All,All,All,8,14.1,11.1
S12000027,Shetland Islands,Local Authority,2017,Yes,All,All,All,All,5.1,16,10.5
S12000039,West Dunbartonshire,Local Authority,2012,Yes,All,All,All,All,8.6,23.7,16.1
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012,Yes,All,All,All,All,12,17.2,14.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2015,Yes,All,All,All,All,11.4,16.1,13.8
S08000029,Fife,NHS Health Board,2017,Yes,All,All,All,All,6.6,14.4,10.5
S08000017,Dumfries and Galloway,NHS Health Board,2013,Yes,All,All,All,All,8.8,16.9,12.8
S12000049,Glasgow City,Local Authority,2019,No,All,All,All,All,85.6,92.4,89
S12000010,East Lothian,Local Authority,2017,Yes,All,All,All,All,5.2,20.1,12.6
S08000030,Tayside,NHS Health Board,2014,No,All,All,All,All,87.6,93.4,90.5
S12000018,Inverclyde,Local Authority,2012,Yes,All,All,All,All,6.6,18.7,12.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,Yes,All,All,All,All,9.5,14.8,12.1
S12000011,East Renfrewshire,Local Authority,2017,Yes,All,All,All,All,1.6,7.5,4.5
S12000036,City of Edinburgh,Local Authority,2013,No,All,All,All,All,85.7,92.3,89
S12000049,Glasgow City,Local Authority,2012,No,All,All,All,All,79.5,88.3,83.9
S12000036,City of Edinburgh,Local Authority,2012,No,All,All,All,All,87.4,93.4,90.4
S12000010,East Lothian,Local Authority,2017,No,All,All,All,All,78.5,93.3,85.9
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,No,All,All,All,All,86.1,90.3,88.2
S12000036,City of Edinburgh,Local Authority,2013,Yes,All,All,All,All,7.7,14.3,11
S08000015,Ayrshire and Arran,NHS Health Board,2016,Yes,All,All,All,All,8.1,14.6,11.4
S12000027,Shetland Islands,Local Authority,2013,No,All,All,All,All,82.4,97.8,90.1
S08000022,Highland,NHS Health Board,2012,Yes,All,All,All,All,10.5,18.4,14.5
S12000049,Glasgow City,Local Authority,2012,Yes,All,All,All,All,11.7,20.6,16.1
S12000042,Dundee City,Local Authority,2013,No,All,All,All,All,82.5,92.5,87.5
S12000010,East Lothian,Local Authority,2014,Yes,All,All,All,All,3.6,15.6,9.6
S12000028,South Ayrshire,Local Authority,2012,Yes,All,All,All,All,5.1,15.4,10.2
S08000022,Highland,NHS Health Board,2014,No,All,All,All,All,86.5,92.6,89.5
S12000011,East Renfrewshire,Local Authority,2016,Yes,All,All,All,All,0.8,5.3,3
S12000023,Orkney Islands,Local Authority,2012,No,All,All,All,All,82.2,92.1,87.2
S08000016,Borders,NHS Health Board,2017,Yes,All,All,All,All,4.3,13.7,9
S12000017,Highland,Local Authority,2014,No,All,All,All,All,84.8,92.5,88.6
S08000020,Grampian,NHS Health Board,2016,Yes,All,All,All,All,8.5,14.6,11.5
S12000030,Stirling,Local Authority,2013,Yes,All,All,All,All,4.3,20.9,12.6
S12000021,North Ayrshire,Local Authority,2012,Yes,All,All,All,All,7.9,17.9,12.9
S12000028,South Ayrshire,Local Authority,2013,Yes,All,All,All,All,7.5,19.4,13.4
S12000020,Moray,Local Authority,2017,Yes,All,All,All,All,3.4,11.2,7.3
S12000038,Renfrewshire,Local Authority,2013,Yes,All,All,All,All,5.1,15.6,10.4
S12000048,Perth and Kinross,Local Authority,2012,No,All,All,All,All,74.5,83.5,79
S12000013,Na h-Eileanan Siar,Local Authority,2014-2015,No,All,All,All,All,71.6,79.5,75.6
S12000010,East Lothian,Local Authority,2014-2015,No,All,All,All,All,75.4,84,79.7
S08000030,Tayside,NHS Health Board,2017,No,All,All,All,35-64,79.2,85.9,82.6
